0	1 4	1 32
1	2 33	2 122
2	3 105	3 300
3	2 193	2 1321
4	2 291	2 2845
5	3 443	3 5973
6	4 541	4 10232
7	4 973	4 17388
8	4 1254	4 26152
9	3 1918	3 33982
10	4 2147	4 49402
11	4 3349	4 66086
12	4 6636	4 87293
13	4 7445	4 113942
14	5 7962	5 146722
15	5 11601	5 183296
16	5 13992	5 225190
17	6 20762	6 286307
18	5 17056	4 332670
19	5 23771	5 397361
20	5 30969	5 456633
21	6 28431	5 534380
22	6 48923	6 633121
23	5 58597	5 736625
24	6 53864	6 872441
25	5 62584	5 1003238
26	6 96727	6 1167096
27	6 91711	6 1372829
28	7 171288	7 1583364
29	7 180771	7 1886361
30	7 255469	6 2158164
31	6 197145	5 2429246
32	6 257553	6 2745781
33	7 265256	6 3033787
34	7 346093	6 3355899
35	6 554652	6 4205681
36	7 350098	6 4633979
37	7 477169	7 5223096
38	7 536593	6 5577159
39	6 822130	6 6703003
40	7 718902	6 7263819
41	7 1208001	6 7890843
42	7 1127261	7 8683980
43	7 1260021	7 10265889
44	7 1737996	6 11031922
45	7 1154177	7 12076465
46	7 2912900	7 14078966
47	7 2487912	6 15167753
48	7 2164617	6 17086416
49	8 2085201	7 18375581
50	8 2922539	7 19548363
51	8 3762474	7 20833780
52	8 2968203	8 24414202
53	8 4384550	8 29433511
54	8 7017397	7 31366340
55	8 6644689	8 33340216
56	8 6632664	7 36964184
57	9 7067810	7 39111565
58	8 8947062	6 40799389
59	8 6706860	7 44347015
60	8 8724272	8 49823479
61	8 9672907	8 56281496
62	9 9173659	8 59107808
63	8 16815929	7 61731016
64	8 10748041	7 64737330
65	7 15980485	7 71173541
66	8 11816969	7 74490395
67	8 17630611	8 78454506
68	8 15230149	7 82073411
69	9 18418627	8 89664935
70	8 22168410	7 97102954
71	8 19791233	7 101423771
72	8 25170585	8 110248541
73	9 29404654	8 115609214
74	9 29205129	9 125524408
75	8 44088227	8 137629930
76	9 29830566	8 147236785
77	9 34493272	8 156285905
78	8 37618982	8 165455304
79	9 40658988	9 173554936
80	9 54332813	8 180903790
81	9 56112523	9 198643332
82	9 47516247	9 213918729
83	9 74570149	8 224586329
84	9 48366410	8 233091110
85	8 62746265	8 247494969
86	10 69675436	9 262384993
87	9 84142353	8 276429554
88	9 77873840	8 286136814
89	11 85919756	9 297084402
90	9 91777749	8 316304424
91	9 100099851	8 325638264
92	9 128354356	9 344720804
93	9 125434100	9 376320378
94	10 153340205	9 399370226
95	9 150988103	9 423113526
96	9 155130490	9 457777980
97	9 136738495	9 487969285
98	9 149140349	9 517182203
