0	1 4	1 32
1	2 33	2 122
2	3 105	3 300
3	2 193	2 1321
4	2 291	2 2702
5	3 443	3 5072
6	4 541	4 9331
7	4 973	4 15062
8	4 1254	4 21826
9	3 1918	3 28779
10	4 2147	4 42568
11	4 3349	4 56527
12	4 6636	4 71934
13	4 7445	4 95583
14	5 7962	5 122456
15	5 11601	5 151035
16	5 13992	5 189085
17	6 20762	6 238837
18	5 17056	4 276217
19	5 23771	5 331326
20	5 30969	5 380796
21	6 28431	5 442824
22	6 48923	6 521567
23	5 58597	5 606359
24	6 53864	6 716568
25	5 62584	5 812585
26	6 96727	6 955132
27	6 91711	6 1115705
28	7 171288	7 1275709
29	7 180771	7 1528514
30	7 255469	6 1732382
31	6 197145	5 1935788
32	6 257553	6 2161227
33	7 265256	6 2386031
34	7 346093	6 2629276
35	6 554652	6 3218758
36	7 350098	6 3562785
37	7 477169	7 4001384
38	7 536593	6 4280882
39	6 822130	5 4603366
40	7 718902	6 5005471
41	7 1208001	6 5474760
42	7 1127261	7 6020455
43	7 1260021	6 6549967
44	7 1737996	6 7120702
45	7 1154177	7 7799759
46	7 2912900	6 8437604
47	7 2487912	6 9187195
48	7 2164617	6 10653269
49	8 2085201	7 11614398
50	8 2922539	7 12489843
51	8 3762474	7 13519661
52	8 2968203	8 16840453
53	8 4384550	8 20643370
54	8 7017397	7 22049106
55	8 6644689	8 23531302
56	8 6632664	7 26334219
57	9 7067810	7 27904108
58	8 8947062	8 32182188
59	8 6706860	7 35046212
60	8 8724272	8 39149469
61	8 9672907	7 42878265
62	9 9173659	8 45106261
63	8 16815929	7 47127151
64	8 10748041	7 49319735
65	7 15980485	7 53853508
66	8 11816969	7 56386744
67	8 17630611	8 59411134
68	8 15230149	7 62031236
69	9 18418627	8 67683685
70	8 22168410	7 74625740
71	8 19791233	7 77888407
72	8 25170585	8 84468214
73	9 29404654	8 88577387
74	9 29205129	9 98028409
75	8 44088227	8 106922425
76	9 29830566	8 115702218
77	9 34493272	8 122585980
78	8 37618982	8 129527417
79	9 40658988	9 135422350
80	9 54332813	8 141029523
81	9 56112523	9 153272604
82	9 47516247	9 171240627
83	9 74570149	9 184708633
84	9 48366410	8 190816616
85	8 62746265	7 196809190
86	10 69675436	9 216561659
87	9 84142353	8 228681599
88	9 77873840	8 235832664
89	11 85919756	9 243888000
90	9 91777749	8 257711786
91	9 100099851	8 265054055
92	9 128354356	8 277421125
93	9 125434100	9 298048080
94	10 153340205	9 313660041
95	9 150988103	9 334142130
96	9 155130490	8 348566320
97	9 136738495	8 362256342
98	9 149140349	9 379188579
