0	1 4	1 32
1	2 33	2 122
2	3 105	3 300
3	2 193	2 1321
4	2 291	2 2845
5	3 443	3 5973
6	4 541	4 11400
7	4 973	4 18556
8	4 1254	4 29172
9	3 1918	3 37002
10	4 2147	4 52422
11	4 3349	4 71275
12	4 6636	4 92482
13	4 7445	4 121948
14	5 7962	5 154728
15	5 11601	5 193372
16	5 13992	5 238952
17	6 20762	6 303092
18	5 17056	4 349624
19	5 23771	5 420209
20	5 30969	5 488390
21	6 28431	5 574183
22	6 48923	6 679570
23	5 58597	5 794812
24	6 53864	6 940731
25	5 62584	5 1084167
26	6 96727	6 1274589
27	6 91711	6 1496963
28	7 171288	7 1748660
29	7 180771	7 2071752
30	7 255469	6 2365395
31	6 197145	5 2680734
32	6 257553	6 3019897
33	7 265256	6 3354292
34	7 346093	6 3692962
35	6 554652	6 4626343
36	7 350098	6 5096965
37	7 477169	7 5741273
38	7 536593	6 6126667
39	6 822130	6 7413020
40	7 718902	6 8013271
41	7 1208001	6 8731879
42	7 1127261	7 9584701
43	7 1260021	6 10352081
44	7 1737996	6 11238067
45	7 1154177	7 12326733
46	7 2912900	7 14702519
47	7 2487912	6 15902323
48	7 2164617	7 20176535
49	8 2085201	7 21594309
50	8 2922539	7 22872696
51	8 3762474	7 24438199
52	8 2968203	8 28312279
53	8 4384550	8 32038206
54	8 7017397	7 34141399
55	8 6644689	8 36409890
56	8 6632664	7 40519947
57	9 7067810	7 42943102
58	8 8947062	6 44976242
59	8 6706860	8 52904900
60	8 8724272	8 59021202
61	8 9672907	8 64525222
62	9 9173659	8 67411463
63	8 16815929	7 70335745
64	8 10748041	7 73688187
65	7 15980485	7 79776688
66	8 11816969	7 83615403
67	8 17630611	8 87977507
68	8 15230149	7 92136767
69	9 18418627	8 100288720
70	8 22168410	8 110630240
71	8 19791233	7 115556502
72	8 25170585	8 124581455
73	9 29404654	8 130666412
74	9 29205129	9 141412460
75	8 44088227	8 152411316
76	9 29830566	8 163171950
77	9 34493272	8 173295193
78	8 37618982	8 183567417
79	9 40658988	9 192697370
80	9 54332813	8 200928120
81	9 56112523	9 218079638
82	9 47516247	8 230652188
83	9 74570149	8 242418226
84	9 48366410	8 251986833
85	8 62746265	8 270265613
86	10 69675436	10 296661715
87	9 84142353	8 312897973
88	9 77873840	8 324095319
89	11 85919756	9 336331450
90	9 91777749	8 355217213
91	9 100099851	8 365750119
92	9 128354356	9 386674918
93	9 125434100	9 418556987
94	10 153340205	9 439478853
95	9 150988103	9 467706786
96	9 155130490	8 488340484
97	9 136738495	9 522024808
98	9 149140349	9 547373325
