0	1 4	1 32
1	2 33	2 122
2	3 105	3 300
3	2 193	2 1321
4	2 291	2 2845
5	3 443	3 6180
6	4 541	4 12322
7	4 973	4 21293
8	4 1254	4 34456
9	3 1918	3 45548
10	4 2147	4 65258
11	4 3349	4 91030
12	4 6636	4 124861
13	4 7445	4 169430
14	5 7962	5 216675
15	5 11601	5 269539
16	5 13992	5 337377
17	6 20762	6 431908
18	5 17056	4 485287
19	5 23771	5 586184
20	5 30969	5 700804
21	6 28431	5 856310
22	6 48923	6 1041511
23	5 58597	5 1190741
24	6 53864	6 1408949
25	5 62584	5 1629241
26	6 96727	6 1948906
27	6 91711	6 2317911
28	7 171288	7 2768238
29	7 180771	7 3312732
30	7 255469	6 3765391
31	6 197145	5 4319103
32	6 257553	6 4893735
33	7 265256	6 5458692
34	7 346093	6 6061561
35	6 554652	6 7472355
36	7 350098	6 8137030
37	7 477169	7 9055166
38	7 536593	6 9519018
39	6 822130	6 11508156
40	7 718902	6 12385872
41	7 1208001	6 13555192
42	7 1127261	7 14805238
43	7 1260021	7 17602037
44	7 1737996	6 18561127
45	7 1154177	7 20642388
46	7 2912900	7 24698714
47	7 2487912	7 28545029
48	7 2164617	7 33296377
49	8 2085201	7 35863553
50	8 2922539	7 37765222
51	8 3762474	7 40768724
52	8 2968203	8 46776886
53	8 4384550	8 52621102
54	8 7017397	7 56469352
55	8 6644689	8 60030706
56	8 6632664	8 69574890
57	9 7067810	7 73801116
58	8 8947062	8 82262940
59	8 6706860	7 88694905
60	8 8724272	8 98530747
61	8 9672907	8 109870873
62	9 9173659	8 114492592
63	8 16815929	7 119658309
64	8 10748041	8 131006939
65	7 15980485	7 141106842
66	8 11816969	8 156977985
67	8 17630611	8 164474092
68	8 15230149	7 171720822
69	9 18418627	8 186679271
70	8 22168410	8 204549606
71	8 19791233	7 213554829
72	8 25170585	8 229833291
73	9 29404654	9 251765664
74	9 29205129	9 269222363
75	8 44088227	8 288142348
76	9 29830566	8 306670330
77	9 34493272	8 324113239
78	8 37618982	8 342186241
79	9 40658988	9 358167628
80	9 54332813	9 380631108
81	9 56112523	9 408941013
82	9 47516247	8 430453135
83	9 74570149	9 463658786
84	9 48366410	8 481326649
85	8 62746265	8 518438972
86	10 69675436	9 546406203
87	9 84142353	8 574357041
88	9 77873840	8 594782950
89	11 85919756	9 617353254
90	9 91777749	9 663412770
91	9 100099851	8 681657847
92	9 128354356	9 717932116
93	9 125434100	9 755543756
94	10 153340205	10 815266087
95	9 150988103	9 883239951
96	9 155130490	9 928289709
97	9 136738495	9 985802993
98	9 149140349	9 1031403828
