0	1 4	1 32
1	2 33	2 122
2	3 105	3 300
3	2 193	2 1321
4	2 291	2 2845
5	3 443	3 6180
6	4 541	4 12322
7	4 973	4 21293
8	4 1254	4 33539
9	3 1918	3 44234
10	4 2147	4 63944
11	4 3349	4 89716
12	4 6636	4 121704
13	4 7445	4 163893
14	5 7962	5 208480
15	5 11601	5 261344
16	5 13992	5 326698
17	6 20762	6 415998
18	5 17056	4 469377
19	5 23771	5 574130
20	5 30969	5 683202
21	6 28431	5 830829
22	6 48923	6 1007753
23	5 58597	5 1176748
24	6 53864	6 1382690
25	5 62584	5 1596818
26	6 96727	6 1903564
27	6 91711	6 2258806
28	7 171288	7 2651502
29	7 180771	7 3198593
30	7 255469	6 3673264
31	6 197145	5 4206816
32	6 257553	6 4741520
33	7 265256	6 5314162
34	7 346093	6 5818190
35	6 554652	6 7184625
36	7 350098	6 7890564
37	7 477169	7 8771503
38	7 536593	6 9225812
39	6 822130	6 11067025
40	7 718902	6 12007478
41	7 1208001	6 13119834
42	7 1127261	7 14443902
43	7 1260021	6 15771537
44	7 1737996	6 17324989
45	7 1154177	7 19082635
46	7 2912900	7 22728923
47	7 2487912	6 24581878
48	7 2164617	7 28512892
49	8 2085201	7 30587858
50	8 2922539	7 32800387
51	8 3762474	7 35659260
52	8 2968203	8 41138385
53	8 4384550	8 46648737
54	8 7017397	7 50245490
55	8 6644689	8 53595366
56	8 6632664	8 64669201
57	9 7067810	7 68640988
58	8 8947062	8 76655236
59	8 6706860	8 87075471
60	8 8724272	8 96053401
61	8 9672907	8 106246617
62	9 9173659	8 110419297
63	8 16815929	8 123666256
64	8 10748041	8 134630978
65	7 15980485	7 144165273
66	8 11816969	8 158046735
67	8 17630611	8 165300111
68	8 15230149	7 171637242
69	9 18418627	8 184809485
70	8 22168410	8 201827606
71	8 19791233	7 210330227
72	8 25170585	8 225468660
73	9 29404654	9 246970847
74	9 29205129	9 263314038
75	8 44088227	8 280181750
76	9 29830566	8 297548425
77	9 34493272	8 313519132
78	8 37618982	8 330482423
79	9 40658988	9 345735518
80	9 54332813	9 366890537
81	9 56112523	9 393690206
82	9 47516247	8 413962835
83	9 74570149	9 445272509
84	9 48366410	8 461589779
85	8 62746265	8 497186184
86	10 69675436	9 523655829
87	9 84142353	8 550104932
88	9 77873840	8 569048603
89	11 85919756	9 590007929
90	9 91777749	8 623724200
91	9 100099851	8 640999134
92	9 128354356	9 674942634
93	9 125434100	9 709220263
94	10 153340205	9 742153520
95	9 150988103	9 784258296
96	9 155130490	8 818785211
97	9 136738495	9 872777991
98	9 149140349	9 916703189
